City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,sungurlu,40.1675,34.3739,13.97,89,70,2.99,TR,1685986356
330,kapa'a,22.0752,-159.319,23.99,93,0,2.57,US,1685986356
331,wanning,18.8003,110.3967,26.08,92,96,2.08,CN,1685986356
332,magadan,59.5667,150.8,6.41,80,60,0.54,RU,1685986357
333,touros,-5.1989,-35.4608,28.59,63,69,7.56,BR,1685986357
334,itoman,26.1247,127.6694,25.22,83,20,6.69,JP,1685986357
335,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,100,100,1.0,RU,1685986236
336,cabedelo,-6.9811,-34.8339,30.37,79,36,6.34,BR,1685986357
337,coxim,-18.5067,-54.76,29.38,31,24,2.26,BR,1685986357
338,mount gambier,-37.8333,140.7667,13.67,91,47,4.2,AU,1685986246
339,tawau,4.2498,117.8871,25.07,90,100,0.88,MY,1685986358
340,mormugao,15.4,73.8,28.44,82,58,3.8,IN,1685986358
341,sao romao,40.4012,-7.7146,23.99,51,58,1.79,PT,1685986358
342,atafu village,-8.5421,-172.5159,28.05,77,20,5.19,TK,1685986358
343,korla,41.7597,86.1469,25.16,24,9,3.33,CN,1685986358
344,svetlyy,54.675,20.1347,17.03,71,3,3.47,RU,1685986358
345,abra pampa,-22.7205,-65.697,13.55,22,22,2.24,AR,1685986359
346,kindu,-2.95,25.95,22.53,89,95,1.38,CD,1685986359
347,forio,40.7342,13.8646,23.72,81,65,2.24,IT,1685986359
348,kiunga,-6.1219,141.2906,23.14,99,84,0.8,PG,1685986359
349,dhuusamarreeb,5.535,46.3861,29.56,53,94,4.92,SO,1685986359
350,hurghada,27.2574,33.8129,30.38,30,2,9.42,EG,1685986104
351,saryaghash,41.45,69.1667,25.96,14,1,2.71,KZ,1685986359
352,zouerate,22.7187,-12.4521,35.77,14,0,4.27,MR,1685986359
353,muynoq,43.7683,59.0214,27.94,17,10,2.28,UZ,1685986360
354,minas novas,-17.2186,-42.5903,28.42,24,1,1.79,BR,1685986360
355,tucuma,-0.1833,-50.05,29.67,66,46,3.16,BR,1685986360
356,el rama,12.1596,-84.2195,34.32,51,90,1.38,NI,1685986360
357,gizo,-8.103,156.8419,27.56,80,98,3.01,SB,1685986360
358,usinsk,65.9939,57.5281,11.87,49,70,9.26,RU,1685986361
359,tacuarembo,-31.7333,-55.9833,17.64,40,93,3.25,UY,1685986286
360,sabang,5.8933,95.3214,28.63,76,100,8.99,ID,1685986361
361,sao joao da barra,-21.6403,-41.0511,28.05,62,0,3.84,BR,1685986361
362,waddan,29.1614,16.139,36.44,16,69,11.47,LY,1685986361
